TITRE,DESCRIPTION,PRIX,CODE_DEVISE,QUANTITÉ,TAGS,MATÉRIAUX,"IMAGE 1","IMAGE 2","IMAGE 3","IMAGE 4","IMAGE 5","IMAGE 6","IMAGE 7","IMAGE 8","IMAGE 9","IMAGE 10","TYPE VARIATION 1","NOM VARIATION 1","VALEURS VARIATION 1","TYPE VARIATION 2","NOM VARIATION 2","VALEURS VARIATION 2",RÉFÉRENCE
"Replacement Cover - Ayrton Senna's Super Monaco GP II (PAL Version) - Sega Megadrive Classic Game Cover - High Quality Print","Ayrton Senna's Super Monaco GP II (アイルトン・セナ スーパーモナコＧＰ II) or simply Super Monaco GP II is a racing game developed and published by Sega for the Sega Mega Drive in 1992. It is a sequel to Super Monaco GP, but this time the game is sponsored by Ayrton Senna (who won the Monaco Grand Prix six times). Also unlike the previous game, Super Monaco GP II was not released in arcades or for any non-Sega console or computer.

★ DESCRIPTION
This replacement cover is restored and reproduced (on professional software, such as Adobe Indesign and Photoshop) for your Consoles

★ DIMENSION
(original jacket dimension)

★ IMPRESSION
Printed in high definition in 300ppp and on a professional digital printer.

★ MATTER
Printed on 120g/m2 semi-gloss paper.

★ SEND
Covers are sent in a sturdy cardboard envelope
The items we sell are not official Sega products or its affiliates.",7.49,EUR,5,"Sega_Replacement_Game_Covers,Sent_Sturdy_Cardboard_Envelope,Sends_Fast_Worldwide,sega_covers,High_Quality_Print,restored_original_visual,classic_game_cover,megadrive_reproduction_box,sega_megadrive_covers,boite_repro_megadrive,Super_Monaco_GP_II",paper,https://i.etsystatic.com/37233584/r/il/50266c/5738944506/il_fullxfull.5738944506_hett.jpg,https://i.etsystatic.com/37233584/r/il/95c99a/4956824631/il_fullxfull.4956824631_657x.jpg,,,,,,,,,,,,,,,MD-Super-Monaco-GP-II-PAL
"Replacement Cover - Arcus Oddysey (US Version) - Sega Genesis Classic Reproduction Game Cover - High Quality Print","Arcus Odyssey (アークス・オデッセイ) is a 1991 role-playing action game by Wolf Team and released in the US and Japan for the Sega Mega Drive. It is the only game in Wolf Team's Arcus series of RPGs to receive an international release and the first entry to see release on a Sega system.

★ DESCRIPTION
This replacement cover is restored and reproduced (on professional software, such as Adobe Indesign and Photoshop) for your Consoles

★ DIMENSION
(original jacket dimension)

★ IMPRESSION
Printed in high definition in 300ppp and on a professional digital printer.

★ MATTER
Printed on 120g/m2 semi-gloss paper.

★ SEND
Covers are sent in a sturdy cardboard envelope
Covers Are Folded Ready To Put Into Your Case
The items we sell are not official Sega products or its affiliates.
",7.49,EUR,4,"sega_megadrive_covers,Sega_Replacement_Game_Covers,High_Quality_Print,Sends_Fast_Worldwide,Sent_Sturdy_Cardboard_Envelope,boite_repro_megadrive,megadrive_reproduction_box,restored_original_visual,classic_game_cover,genesis_cover,print_cover,sega_game_cover",paper,https://i.etsystatic.com/37233584/r/il/b7adf9/5743292611/il_fullxfull.5743292611_9mcl.jpg,https://i.etsystatic.com/37233584/r/il/126289/5320703659/il_fullxfull.5320703659_r45q.jpg,,,,,,,,,,,,,,,GN-Arcus-Odyssey
"Replacement Cover - Desert Strike (PAL Version) - SEGA Megadrive Classic Reproduction Game Cover - High Quality Print","Desert Strike: Return to the Gulf est un jeu vidéo d'action mettant le joueur aux commandes d'un hélicoptère de combat dans le désert du Moyen-Orient1. Développé et édité par Electronic Arts en 1992 sur Mega Drive, Master System et Super Nintendo, le jeu a été édité en 1993 sur Amiga et Lynx, et en 1994 sur DOS, Game Boy et Game Gear2. Une version Game Boy Advance est également sortie en 2002, sous le titre Desert Strike Advance.

★ DESCRIPTION
This replacement cover is restored and reproduced (on professional software, such as Adobe Indesign and Photoshop) for your Consoles

★ DIMENSION
(original jacket dimension)

★ IMPRESSION
Printed in high definition in 300ppp and on a professional digital printer.

★ MATTER
Printed on 120g/m2 semi-gloss paper.

★ SEND
Covers are sent in a sturdy cardboard envelope
Covers Are Folded Ready To Put Into Your Case
The items we sell are not official Sega products or its affiliates.",7.49,EUR,5,"boite_repro_megadrive,megadrive_reproduction_box,Sent_Sturdy_Cardboard_Envelope,Sends_Fast_Worldwide,restored_original_visual,Sega_Replacement_Game_Covers,sega_covers,High_Quality_Print,classic_game_cover,sega_megadrive_covers,megadrive_cover,sega_game_cover,Desert_Strike_Sega_Cover",,https://i.etsystatic.com/37233584/r/il/f3ff19/5586929806/il_fullxfull.5586929806_dvid.jpg,https://i.etsystatic.com/37233584/r/il/691252/4755706530/il_fullxfull.4755706530_nuw0.jpg,,,,,,,,,,,,,,,MD-DS-PAL
"Digital Cover - Wonder Boy (PAL Version) - Sega Master System Classic Digital Cover - High Quality 300 PPI JPG For Print","Yes it's true we sell printed visuals but we will explain to you in 7 points why it is much better to have a digital file.

1 - Instant Gratification: No need to wait for a physical delivery! As soon as you make a purchase, you receive your visual and can use it immediately.

2 - Flexibility of Use: With a digital file, you have the freedom to use it in multiple ways – be it as a wallpaper, printing it yourself in a specific format, or incorporating it into a personal project.

3 - Cost Savings: Digital purchase eliminates manufacturing, packaging, and shipping costs. This often translates to lower prices for the end consumer.

4 - Easy Archiving: You can back up your digital files on multiple devices or the cloud, ensuring their longevity. No worries about degradation like with a paper print!

5 - Cost Savings: Digital purchase eliminates manufacturing, packaging, and shipping costs. This often translates to lower prices for the end consumer.

6 - Customization: With a digital file, you can often modify and adapt it to your needs, whether it's to change size, colors, or even add personal elements.

7 - Reprint at Will: You can always reprint it. No need to repurchase the design!

8 - No Shipping Fees: Besides avoiding the wait associated with delivery, you also save on shipping charges.

*****************************************************************************************************************
Wonder Boy (ワンダーボーイ) is a platform game developed by Escape and Sega in 1986 for Sega System 1 and Sega System 2 arcade hardware and Sega Master System.

★ DESCRIPTION
This replacement cover is restored and reproduced (on professional software, such as Adobe Indesign and Photoshop) for your Consoles

★ DIMENSION
Original jacket dimension, 300 PPI JPG.

★ PRINTING CAUTION
Print this cover on semi-gloss paper of 120g/m2 no less.
In your printer's printing preferences, choose ""High Print Quality"" for optimal results.

★ CUTTING  CAUTION:
Once printed, do not use scissors (unregular cutting), instead use a guillotine cutter or a craft knife and a ruler.

⚠️ Please read before placing an order ⚠️
• You are purchasing digital files ONLY, no physical product will be shipped.
• After payment, the files will be available for download by visiting the purchases and reviews section of your Etsy profile.
• Colors may vary depending on your printer's calibration.
• All images are sold for personal use only.
• Purchased files cannot in any case be used to create products intended for digital or physical sale.The items we sell are not official Sega products or its affiliates.",2.99,EUR,98,Wonder_Boy_Sega_Cover,"Digital Cover",https://i.etsystatic.com/37233584/r/il/7c8b89/5491337989/il_fullxfull.5491337989_k7kq.jpg,https://i.etsystatic.com/37233584/r/il/a829b3/5443205636/il_fullxfull.5443205636_m8ds.jpg,https://i.etsystatic.com/37233584/r/il/9b5474/5443536060/il_fullxfull.5443536060_91b7.jpg,https://i.etsystatic.com/37233584/r/il/074400/5443536260/il_fullxfull.5443536260_p38q.jpg,,,,,,,,,,,,,MS-Wonder-Boy-PAL-DD
"Replacement Cover - Landstalker (FR Version) - Sega Megadrive Classic Reproduction Game Cover - High Quality Print","Landstalker : Le Trésor du Roi Nole, est un jeu vidéo de type action-aventure incluant de nombreuses phases de plates-formes. Initialement le titre sort en octobre 1992 au Japon sur Mega Drive, il connait une sortie mondiale l'année suivante et est officiellement disponible en quatre langues : japonais, anglais, français et allemand. Il est développé par Climax Entertainment, studio qui a précédemment travaillé sur Shining in the Darkness ainsi que sur le premier Shining Force.

Créé à l'origine pour devenir — à l'instar de la série des The Legend of Zelda de Nintendo — le jeu d'aventure phare de la console de Sega, Landstalker n'en est toutefois pas un clone comme ont pu l'être Golden Axe Warrior sur Master System, voire plus tard Soleil sur Mega Drive, ne serait-ce qu'à cause de son choix de vue de trois quarts en 3D isométrique.

 ★ DESCRIPTION
This replacement cover is restored and reproduced (on professional software, such as Adobe Indesign and Photoshop) for your Consoles

★ DIMENSION
(original jacket dimension)

★ IMPRESSION
Printed in high definition in 300ppp and on a professional digital printer.

★ MATTER
Printed on 120g/m2 semi-gloss paper.

★ SEND
Covers are sent in a sturdy cardboard envelope
Covers Are Folded Ready To Put Into Your Case
The items we sell are not official Sega products or its affiliates.",7.49,EUR,5,"Lanstalker_Jaquette_FR,sega_megadrive_covers,Sega_Replacement_Game_Covers,High_Quality_Print,Sends_Fast_Worldwide,Sent_Sturdy_Cardboard_Envelope,boite_repro_megadrive,megadrive_reproduction_box,restored_original_visual,classic_game_cover,print_cover,megadrive_cover,sega_game_cover",,https://i.etsystatic.com/37233584/r/il/b4fda4/5090633033/il_fullxfull.5090633033_9zh1.jpg,https://i.etsystatic.com/37233584/r/il/7ff688/5042408908/il_fullxfull.5042408908_c2tu.jpg,,,,,,,,,,,,,,,
"Replacement Cover - La Légende De Thor (PAL Version) - Sega Megadrive Classic Game Cover - High Quality Print","La Légende de Thor (titre original japonais : The Story of Thor, titre américain : Beyond Oasis) est un jeu vidéo d'action-aventure sorti en 1994 sur Mega Drive. Le jeu a été développé par Ancient et édité par Sega. Une version pour la Console virtuelle Wii a vu le jour en 2007. Un portage iOS et Android sort en 2017.

 ★ DESCRIPTION
This replacement cover is restored and reproduced (on professional software, such as Adobe Indesign and Photoshop) for your Consoles

★ DIMENSION
(original jacket dimension)

★ IMPRESSION
Printed in high definition in 300ppp and on a professional digital printer.

★ MATTER
Printed on 120g/m2 semi-gloss paper.

★ SEND
Covers are sent in a sturdy cardboard envelope
Covers Are Folded Ready To Put Into Your Case
The items we sell are not official Sega products or its affiliates.",7.49,EUR,4,"La_Légende_De_Thor_Jaquette,La_Légende_De_Thor_Pochette,Sega_Replacement_Game_Covers,Sent_Sturdy_Cardboard_Envelope,Sends_Fast_Worldwide,sega_covers,High_Quality_Print,restored_original_visual,classic_game_cover,megadrive_reproduction_box,sega_megadrive_covers,boite_repro_megadrive",paper,https://i.etsystatic.com/37233584/r/il/ab3f6a/5805726572/il_fullxfull.5805726572_qnby.jpg,https://i.etsystatic.com/37233584/r/il/c128b1/4991613309/il_fullxfull.4991613309_ob9u.jpg,https://i.etsystatic.com/37233584/r/il/1c3a41/4943345066/il_fullxfull.4943345066_hkg7.jpg,,,,,,,,,,,,,,MD-Légende-Thor
"Replacement Cover - Strider (PAL Version) - Sega Megadrive Classic Game Cover - High Quality Print","Strider, released in Japan as Strider Hiryū, is a hack-and-slash platform game released in arcades in 1989 by Capcom. Strider is set in a dystopian future with a wide range of settings that affect gameplay. The game resulted from cooperation between Capcom and manga publisher Moto Kikaku. It marked the video game debut of Strider Hiryu, after the character was introduced in the 1988 manga Strider Hiryu.

The game debuted on Capcom's CP System arcade board. Various home computer ports were developed by Tiertex and published by U.S. Gold in 1989. The NES version has a different plot than the original. Sega released Strider for its own Genesis console in 1990. Of all home versions, the Genesis adaptation is considered the most successful, winning the Game of the Year and Best Graphics in a Video Game awards from Electronic Gaming Monthly in 1990.

 ★ DESCRIPTION
This replacement cover is restored and reproduced (on professional software, such as Adobe Indesign and Photoshop) for your Consoles

★ DIMENSION
(original jacket dimension)

★ IMPRESSION
Printed in high definition in 300ppp and on a professional digital printer.

★ MATTER
Printed on 120g/m2 semi-gloss paper.

★ SEND
Covers are sent in a sturdy cardboard envelope
Covers Are Folded Ready To Put Into Your Case
The items we sell are not official Sega products or its affiliates.",7.49,EUR,4,"Strider_Sega_Cover,Sega_Replacement_Game_Covers,Sent_Sturdy_Cardboard_Envelope,Sends_Fast_Worldwide,sega_covers,High_Quality_Print,restored_original_visual,classic_game_cover,megadrive_reproduction_box,sega_megadrive_covers,boite_repro_megadrive",paper,https://i.etsystatic.com/37233584/r/il/f03150/4915823722/il_fullxfull.4915823722_cuaq.jpg,https://i.etsystatic.com/37233584/r/il/b743ec/4964080639/il_fullxfull.4964080639_1mgw.jpg,https://i.etsystatic.com/37233584/r/il/d7981b/4915824712/il_fullxfull.4915824712_4kri.jpg,,,,,,,,,,,,,,MD-Strider-Classic
"Replacement Cover - Shining Force II (PAL Version) - SEGA Megadrive Classic Reproduction Game Cover - High Quality Print","Shining Force II  is a tactical role-playing game for the Mega Drive/Genesis console developed by Sonic! Software Planning in 1993. Its storyline is not directly connected to the original Shining Force, although a Game Gear title Shining Force Gaiden: Final Conflict links the two games' plots.

Unlike Shining Force, the game is much longer, and contains more ""free-roaming."" There is no chapter system, so the player can return to previously visited parts of the world. The game also includes several new ways of promoting the cast of playable characters.

★ DESCRIPTION
This replacement cover is restored and reproduced (on professional software, such as Adobe Indesign and Photoshop) for your Consoles

★ DIMENSION
(original jacket dimension)

★ IMPRESSION
Printed in high definition in 300ppp and on a professional digital printer.

★ MATTER
Printed on 120g/m2 semi-gloss paper.

★ SEND
Covers are sent in a sturdy cardboard envelope
Covers Are Folded Ready To Put Into Your Case
The items we sell are not official Sega products or its affiliates.",7.49,EUR,5,"Sega_Replacement_Game_Covers,Sent_Sturdy_Cardboard_Envelope,Sends_Fast_Worldwide,sega_covers,High_Quality_Print,restored_original_visual,classic_game_cover,megadrive_reproduction_box,sega_megadrive_covers,boite_repro_megadrive,print_cover,sega_game_cover,Shining_Force_II_Sega_Cover",,https://i.etsystatic.com/37233584/r/il/ca337e/5784335308/il_fullxfull.5784335308_qg0l.jpg,https://i.etsystatic.com/37233584/r/il/0a530b/4850300492/il_fullxfull.4850300492_gkx2.jpg,,,,,,,,,,,,,,,MD-Shining-Force-II
"Replacement Cover - Xeno Crisis (PAL Version) - SEGA Megadrive Replacement Game Cover - High Quality Print","★ DESCRIPTION
This replacement cover is restored and reproduced (on professional software, such as Adobe Indesign and Photoshop) for your Consoles

★ DIMENSION
(original jacket dimension)

★ IMPRESSION
Printed in high definition in 300ppp and on a professional digital printer.

★ MATTER
Printed on 120g/m2 semi-gloss paper.

★ SEND
Covers are sent in a sturdy cardboard envelope
Covers Are Folded Ready To Put Into Your Case
The items we sell are not official Sega products or its affiliates.",7.49,EUR,5,"paper,sega_megadrive_covers,sega_covers,Sega_Replacement_Game_Covers,High_Quality_Print,Sends_Fast_Worldwide,Sent_Sturdy_Cardboard_Envelope,boite_repro_megadrive,megadrive_reproduction_box,restored_original_visual,classic_game_cover",,https://i.etsystatic.com/37233584/r/il/dd8426/4426135422/il_fullxfull.4426135422_42w3.jpg,https://i.etsystatic.com/37233584/r/il/4348dc/4806517951/il_fullxfull.4806517951_p5s9.jpg,https://i.etsystatic.com/37233584/r/il/a7d147/4758261936/il_fullxfull.4758261936_juxt.jpg,https://i.etsystatic.com/37233584/r/il/465b07/4758261986/il_fullxfull.4758261986_68nx.jpg,https://i.etsystatic.com/37233584/r/il/94eb35/4816678413/il_fullxfull.4816678413_c8zn.jpg,,,,,,,,,,,,MD-XCis
"Replacement Cover - Flashback - SEGA Genesis Custom Replacement Game Cover - High Quality Print","Flashback, released as Flashback: The Quest for Identity in the United States, is a 1992 science fiction cinematic platform game developed by Delphine Software of France and published by U.S. Gold in the United States and Europe, and Sunsoft in Japan.
The game was directed, written/designed and partially programmed by Paul Cuisset, who had previously created the adventure game Future Wars. Flashback was initially released for the Amiga in 1992, although originally created for the Mega Drive/Genesis. The Mega Drive/Genesis version was not released until 1993. Flashback was also ported to MS-DOS, Acorn Archimedes and Super NES in 1993. CD-ROM versions of Flashback for the Sega CD, 3DO, CD-i, MS-DOS, Apple Macintosh and the FM Towns were released during 1994 and 1995, together with a cartridge version for the Atari Jaguar in 1995.

★ DESCRIPTION
This replacement cover is restored and reproduced (on professional software, such as Adobe Indesign and Photoshop) for your SEGA Megadrive/Genesis.

★ DIMENSION
W270mm x H170mm (original jacket dimension)

★ IMPRESSION
Printed in high definition in 300dpi and on a professional digital printer.

★ MATTER
Printed on 130g/m3 semi-gloss paper.

★ SEND
Covers are sent in a sturdy cardboard envelope
Covers Are Folded Ready To Put Into Your CaseThe items we sell are not official Sega products or its affiliates.",9.99,EUR,4,"paper,sega_megadrive_covers,sega_covers,Sega_Replacement_Game_Covers,High_Quality_Print,Sends_Fast_Worldwide,Sent_Sturdy_Cardboard_Envelope,boite_repro_megadrive,megadrive_reproduction_box,restored_original_visual,classic_game_cover",,https://i.etsystatic.com/37233584/r/il/113bd1/4439741149/il_fullxfull.4439741149_q2mp.jpg,https://i.etsystatic.com/37233584/r/il/a771c1/5112876969/il_fullxfull.5112876969_to5v.jpg,,,,,,,,,,,,,,,GN-FLBCK
"Replacement Cover - Wolfenstein 3D (PAL Hack Version) - SEGA Megadrive Replacement Custom Game Cover - High Quality Print","★ DESCRIPTION
This replacement cover is restored and reproduced (on professional software, such as Adobe Indesign and Photoshop) for your Consoles

★ DIMENSION
(original jacket dimension)

★ IMPRESSION
Printed in high definition in 300ppp and on a professional digital printer.

★ MATTER
Printed on 120g/m2 semi-gloss paper.

★ SEND
Covers are sent in a sturdy cardboard envelope
Covers Are Folded Ready To Put Into Your CaseThe items we sell are not official Sega products or its affiliates.",9.99,EUR,5,"paper,sega_megadrive_covers,sega_covers,Sega_Replacement_Game_Covers,High_Quality_Print,Sends_Fast_Worldwide,Sent_Sturdy_Cardboard_Envelope,boite_repro_megadrive,megadrive_reproduction_box,restored_original_visual,classic_game_cover",,https://i.etsystatic.com/37233584/r/il/62c7fd/4439699083/il_fullxfull.4439699083_ms1x.jpg,https://i.etsystatic.com/37233584/r/il/1d7e76/4803967643/il_fullxfull.4803967643_h6ta.jpg,,,,,,,,,,,,,,,MD-WLFN3D
"Replacement Cover - Cadash - Sega Genesis Replacement Classic Game Cover - High Quality Print","★ DESCRIPTION
This replacement cover is restored and reproduced (on professional software, such as Adobe Indesign and Photoshop) for your Consoles

★ DIMENSION
(original jacket dimension)

★ IMPRESSION
Printed in high definition in 300ppp and on a professional digital printer.

★ MATTER
Printed on 120g/m2 semi-gloss paper.

★ SEND
Covers are sent in a sturdy cardboard envelope
Covers Are Folded Ready To Put Into Your Case
The items we sell are not official Sega products or its affiliates.
",7.49,EUR,4,"paper,sega_megadrive_covers,sega_covers,Sega_Replacement_Game_Covers,High_Quality_Print,Sends_Fast_Worldwide,Sent_Sturdy_Cardboard_Envelope,boite_repro_megadrive,megadrive_reproduction_box,restored_original_visual,classic_game_cover",,https://i.etsystatic.com/37233584/r/il/bade82/4392229606/il_fullxfull.4392229606_mvlf.jpg,https://i.etsystatic.com/37233584/r/il/ab2e91/6748784066/il_fullxfull.6748784066_7ev7.jpg,,,,,,,,,,,,,,,GN-CSH
"Replacement Cover - Mercs - SEGA Megadrive Classic Reproduction Game Cover - High Quality Print","★ DESCRIPTION
This replacement cover is restored and reproduced (on professional software, such as Adobe Indesign and Photoshop) for your Consoles

★ DIMENSION
(original jacket dimension)

★ IMPRESSION
Printed in high definition in 300ppp and on a professional digital printer.

★ MATTER
Printed on 120g/m2 semi-gloss paper.

★ SEND
Covers are sent in a sturdy cardboard envelope
Covers Are Folded Ready To Put Into Your Case
The items we sell are not official Sega products or its affiliates.",7.49,EUR,5,"cover,segacover,segamegadrivecover,customcover,print,paper,sega_megadrive_covers,sega_covers,Sega_Replacement_Game_Covers,High_Quality_Print,Sends_Fast_Worldwide,Sent_Sturdy_Cardboard_Envelope,boite_repro_megadrive",paper,https://i.etsystatic.com/37233584/r/il/c16042/4392258078/il_fullxfull.4392258078_oia7.jpg,https://i.etsystatic.com/37233584/r/il/83c67c/4803964667/il_fullxfull.4803964667_hdpz.jpg,,,,,,,,,,,,,,,MD-MRCS
"Replacement Cover - V-V (Japanese Version) - Sega Megadrive Classic Reproduction Game Cover - High Quality Print","Grind Stormer is a 1993 vertically scrolling shooter arcade video game originally developed and published by Toaplan in Japan and North America. It is considered to be the spiritual successor to Slap Fight. Based around a video game within a video game concept, players assume the role of a young secret agent assigned by the government taking control of the NA-00 space fighter craft in an attempt to defeat the titular virtual reality simulator, rescue the abducted players who lost against it and unveil its true purpose.

Headed by DonPachi producer Kenichi Takano, Grind Stormer was created by a small development team of new employees at Toaplan who would later go on to work at one of its offshoots after the company declared bankruptcy in 1994 and was originally titled Bakuretsu Wing before being ultimately renamed to V・V in Japan. It is notable for marking the debut of Cave co-founder Tsuneki Ikeda in the video game industry, serving as one of its programmers and features a much smaller hitbox for the ship compared with previous shoot 'em up games released at the time. It is also notable for being one of the last games by Toaplan to feature an FM soundtrack, as the company began to clear out their FM chip inventory. Initially launched for the arcades, the game was later ported to the Sega Genesis by Tengen and first published in Japan on 25 March 1994 and a month later in North America, featuring both the original Japanese and North American versions as selectable gameplay modes.

★ DESCRIPTION
This replacement cover is restored and reproduced (on professional software, such as Adobe Indesign and Photoshop) for your Consoles

★ DIMENSION
(original jacket dimension)

★ IMPRESSION
Printed in high definition in 300ppp and on a professional digital printer.

★ MATTER
Printed on 120g/m2 semi-gloss paper.

★ SEND
Covers are sent in a sturdy cardboard envelope
Covers Are Folded Ready To Put Into Your Case
The items we sell are not official Sega products or its affiliates.",7.49,EUR,5,"sega_megadrive_covers,Sega_Replacement_Game_Covers,High_Quality_Print,Sends_Fast_Worldwide,Sent_Sturdy_Cardboard_Envelope,boite_repro_megadrive,megadrive_reproduction_box,restored_original_visual,classic_game_cover,V-V_Sega_Cover",paper,https://i.etsystatic.com/37233584/r/il/328993/5904528837/il_fullxfull.5904528837_5v7c.jpg,https://i.etsystatic.com/37233584/r/il/da7ef7/5219480110/il_fullxfull.5219480110_ar1f.jpg,,,,,,,,,,,,,,,MD-JP-V-V
"Replacement Cover - Streets Of Rage II (PAL Version) - SEGA Master System Classic Reproduction Game Cover - High Quality Print","★ DESCRIPTION
This replacement cover is restored and reproduced (on professional software, such as Adobe Indesign and Photoshop) for your Consoles

★ DIMENSION
(original jacket dimension)

★ IMPRESSION
Printed in high definition in 300ppp and on a professional digital printer.

★ MATTER
Printed on 120g/m2 semi-gloss paper.

★ SEND
Covers are sent in a sturdy cardboard envelope
Covers Are Folded Ready To Put Into Your CaseThe items we sell are not official Sega products or its affiliates.",7.49,EUR,5,"sega-cover,replacement-game-cover,master-system-cover,Sent_Sturdy_Cardboard_Envelope,Sends_Fast_Worldwide,restored_original_visual,SEGA_Cover,Sega_Master_System_Cover,Classicgamecover,Replacement_Game_Cover_SEGA,print_cover,boite_repro_master_system,Streets_of_Rage_II_MS",paper,https://i.etsystatic.com/37233584/r/il/4f7996/5922743043/il_fullxfull.5922743043_3vsc.jpg,https://i.etsystatic.com/37233584/r/il/05716b/5874660642/il_fullxfull.5874660642_s3p1.jpg,,,,,,,,,,,,,,,MS-SOR-II
"Replacement Cover - Phelios (Jap Version) - SEGA Megadrive Classic Reproduction Game Cover - High Quality Print","Phelios (フェリオス) is a Sega Mega Drive vertical shoot-'em-up game developed by Namco. A port of the developer's titular 1988 arcade shoot-'em-up Phelios, it was first published in Japan by Namco themselves in July 1990, with the company bringing the title to the United States the following October. Later in December 1991, the game also received a European release courtesy of Sega.

★ DESCRIPTION
This replacement cover is restored and reproduced (on professional software, such as Adobe Indesign and Photoshop) for your Consoles

★ DIMENSION
(original jacket dimension)

★ IMPRESSION
Printed in high definition in 300ppp and on a professional digital printer.

★ MATTER
Printed on 120g/m2 semi-gloss paper.

★ SEND
Covers are sent in a sturdy cardboard envelope
Covers Are Folded Ready To Put Into Your Case
The items we sell are not official Sega products or its affiliates.",7.49,EUR,4,"Sega_Replacement_Game_Covers,Sent_Sturdy_Cardboard_Envelope,Sends_Fast_Worldwide,sega_covers,High_Quality_Print,restored_original_visual,classic_game_cover,megadrive_reproduction_box,sega_megadrive_covers,boite_repro_megadrive,Phelios_Jap_Megadrive",paper,https://i.etsystatic.com/37233584/r/il/52caac/5654929288/il_fullxfull.5654929288_hs6m.jpg,https://i.etsystatic.com/37233584/r/il/268347/5054680619/il_fullxfull.5054680619_1uis.jpg,,,,,,,,,,,,,,,MD-JP-Phelios
"Replacement Cover - ToeJam & Earl (PAL Version) - Sega Megadrive Classic Game Cover - High Quality Print","ToeJam & Earl (トージャム＆アール) is a Sega Mega Drive action strategy game developed by Johnson Voorsanger Productions and published by Sega. Starring two extraterrestrial rappers who crash-land on Earth and must re-assemble the missing pieces of their spacecraft, it was first released in the United States in October 1991, and was generally well-received for both its charming parodies of 1990s urban culture and for its funk-inspired soundtrack. The success of ToeJam & Earl was followed by a sequel, ToeJam & Earl in Panic on Funkotron, and helped to establish the duo as one of Sega of America's earliest mascots.
With a notably lighthearted tone, ToeJam & Earl's carefree design and fun characterization resulted in the game becoming one of Sega of America's more fondly-remembered original titles, both upon its release and into the modern era. Today, the duo are still strongly-associated with Sega's name in the United States, and has ensured the franchise still sees modern ports and newly-developed games.

★ DESCRIPTION
This replacement cover is restored and reproduced (on professional software, such as Adobe Indesign and Photoshop) for your Consoles

★ DIMENSION
(original jacket dimension)

★ IMPRESSION
Printed in high definition in 300ppp and on a professional digital printer.

★ MATTER
Printed on 120g/m2 semi-gloss paper.

★ SEND
Covers are sent in a sturdy cardboard envelope
The items we sell are not official Sega products or its affiliates.",7.49,EUR,4,"Sega_Replacement_Game_Covers,Sent_Sturdy_Cardboard_Envelope,Sends_Fast_Worldwide,sega_covers,High_Quality_Print,restored_original_visual,classic_game_cover,megadrive_reproduction_box,sega_megadrive_covers,boite_repro_megadrive,ToeJam_And_Earl_Sega_Cover",paper,https://i.etsystatic.com/37233584/r/il/62dcca/5589938941/il_fullxfull.5589938941_nm6y.jpg,https://i.etsystatic.com/37233584/r/il/95c99a/4956824631/il_fullxfull.4956824631_657x.jpg,,,,,,,,,,,,,,,MD-ToeJam-Earl-PAL
"Digital Cover - Eliminate Down (Japanese Version) - Sega Megadrive Classic Digital Cover - High Quality 300 PPI JPG For Print","Yes it's true we sell printed visuals but we will explain to you in 7 points why it is much better to have a digital file.

1 - Instant Gratification: No need to wait for a physical delivery! As soon as you make a purchase, you receive your visual and can use it immediately.

2 - Flexibility of Use: With a digital file, you have the freedom to use it in multiple ways – be it as a wallpaper, printing it yourself in a specific format, or incorporating it into a personal project.

3 - Cost Savings: Digital purchase eliminates manufacturing, packaging, and shipping costs. This often translates to lower prices for the end consumer.

4 - Easy Archiving: You can back up your digital files on multiple devices or the cloud, ensuring their longevity. No worries about degradation like with a paper print!

5 - Cost Savings: Digital purchase eliminates manufacturing, packaging, and shipping costs. This often translates to lower prices for the end consumer.

6 - Customization: With a digital file, you can often modify and adapt it to your needs, whether it's to change size, colors, or even add personal elements.

7 - Reprint at Will: You can always reprint it. No need to repurchase the design!

8 - No Shipping Fees: Besides avoiding the wait associated with delivery, you also save on shipping charges.

*****************************************************************************************************************
Eliminate Down is a 1993 scrolling shooter video game developed by Aprinet and published by Soft Vision International for the Sega Mega Drive. The game was released in Japan on June 25, 1993 and in South Korea in 1993. Eliminate Down gives players immediate access to three directional-based weapons that could all be powered up as they fought strange alien enemies through eight enormous levels.The items we sell are not official Sega products or its affiliates.",2.99,EUR,99,Eliminate_Down_Digital_Cover,Digital,https://i.etsystatic.com/37233584/r/il/ee617e/5354758436/il_fullxfull.5354758436_pmfl.jpg,https://i.etsystatic.com/37233584/r/il/fb686f/5354759052/il_fullxfull.5354759052_o7ap.jpg,https://i.etsystatic.com/37233584/r/il/cb19bd/5443592060/il_fullxfull.5443592060_9yr7.jpg,https://i.etsystatic.com/37233584/r/il/583197/5443592150/il_fullxfull.5443592150_ly43.jpg,,,,,,,,,,,,,MD-Eliminate-JP-DD
